psi_delay,psi_error,status,solve_time,gap,total_cost,C1_rental,C2_storage,C2_model,C2_data,C3_robust_delay,C4_unmet,C1_pct,C2_pct,C3_pct,C4_pct,num_allocations,num_gpu_configs,total_gpus,num_unmet_queries,total_unmet_fraction,avg_delay,avg_error,avg_delay_utilization,max_delay_utilization,avg_error_utilization,max_error_utilization,scaled_Delta_i_mean,scaled_epsilon_mean,num_tp_configs,avg_tp_degree,tp_1_count,tp_2_count,tp_4_count,tp_8_count
0.01,1.4,OPTIMAL,0.517146110534668,0.007529736671717801,508.79540096473335,441.1597590808969,45.424232111755856,1.6695323356873963,43.75469977606846,16.18746039375022,6.023949378330319,86.70671123292551,8.927799273662144,3.1815264766656646,1.1839630167466595,6,5,25,1,0.015957446808510634,27.416887415349873,0.06036506087306726,1.1682325083556453,3.022005480051563,0.49827756035258114,0.8300024491247363,22.5,0.12133333333333333,5,6.44,1,0,2,2
0.03,0.4,OPTIMAL,0.7469809055328369,0.0,1282.7852536402906,493.2907472765479,38.96225220164197,3.3390646713747927,35.623187530267174,40.38983533614292,710.1424188259579,38.45466307604382,3.037316814414167,3.148604586895941,55.359415522646074,6,4,22,5,1.5406476067274728,74.37733622636385,0.029467612446913524,0.5596704648068291,1.7346310021100249,0.6355895902031168,0.9022436805807365,67.5,0.03466666666666667,4,6.7272727272727275,0,1,1,2
0.03,0.5,OPTIMAL,0.8421487808227539,0.0,845.7872886985906,411.18324286115654,41.43169184010631,2.146541574455224,39.28515026565109,32.55867944243519,360.6136745548923,48.615443664782724,4.898594764158384,3.8495115589326363,42.636450012126225,6,4,22,3,0.7190677866148344,43.50913089225699,0.03672345594413281,0.6791136993661292,1.6791833875807214,0.7408920845606072,0.9033142390296359,67.5,0.043333333333333335,4,6.7272727272727275,0,1,1,2
0.03,0.6,OPTIMAL,0.5311071872711182,0.0,730.5112202014491,441.7649547632392,44.19241971347327,2.146541574455224,42.04587813901805,20.183582505946674,223.8938021865737,60.47339760796776,6.049519636575407,2.7629394248565764,30.648920371795484,6,3,17,1,0.3884619890349661,30.545578436226865,0.038036176168316886,0.28070850264447395,0.6883456357579528,0.6900703347448367,0.8249818504865553,67.5,0.05200000000000001,3,7.588235294117647,1,0,0,2
0.03,0.7,OPTIMAL,0.4469459056854248,0.0,625.047179987917,385.3447427501368,44.31650504230027,1.90803695507131,42.40846808722896,18.42806331481479,176.95786888066507,61.65050496789474,7.090105589014412,2.948267571604919,28.311121871485906,6,4,15,1,0.30702683615819226,27.158793105632324,0.04462272537453138,0.25379721209167094,0.6883456357579528,0.7248127002616046,0.8661270980325875,67.5,0.06066666666666667,4,5.666666666666667,1,1,1,1
0.03,0.8,OPTIMAL,0.3520638942718506,0.0069666995048897375,571.4439343688839,394.38019959532045,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,69.01467945947894,7.864520127796696,6.399799813304403,16.721000599419924,6,4,22,1,0.16578389830508478,40.54307907423624,0.04551748272651962,0.7113294127291873,3.013250991381052,0.675279439631269,0.871540392395291,67.5,0.06933333333333334,4,6.7272727272727275,0,1,1,2
0.03,0.9,OPTIMAL,0.4868910312652588,0.0,554.3435139938688,429.3742054594874,42.74867973500908,1.90803695507131,40.84064277993777,22.45032488502016,59.770303914352134,77.45634153198309,7.711586526379362,4.049894031098642,10.782177910538918,6,5,23,2,0.18323772794814275,34.0908510401884,0.04354771405023724,0.38947470617413416,0.8832452516758559,0.6126382580247779,0.8030207768362638,67.5,0.078,5,6.478260869565218,1,1,1,2
0.03,1.0,OPTIMAL,0.4406599998474121,0.0,502.81629250752036,412.57116219365133,45.50359284697634,1.90803695507131,43.59555589190503,22.447747563596714,22.29378990329592,82.05206719459687,9.04974511069483,4.464403381133672,4.433784313574621,6,5,23,1,0.038680347041251464,30.95265429749812,0.04436319138979314,0.3723903510210225,0.6883456357579528,0.5719261888882391,0.8311139118341958,67.5,0.08666666666666667,5,6.478260869565218,1,1,1,2
0.03,1.1,OPTIMAL,0.4136168956756592,0.0,480.73435869895167,412.57116219365133,45.674703594146564,1.90803695507131,43.766666639075254,22.488492911153667,0.0,85.82102667057632,9.50102749421937,4.677945835204291,0.0,6,5,23,0,0.0,30.78955879509054,0.044300136086352276,0.3736052754411871,0.6883456357579528,0.5249997619369201,0.7859592793531213,67.5,0.09533333333333334,5,6.478260869565218,1,1,1,2
0.03,1.2,OPTIMAL,0.414654016494751,0.0023032137304347506,466.2633429060593,392.7625778200182,45.424232111755856,1.6695323356873963,43.75469977606846,22.052583596029393,6.02394937825577,84.23621195954713,9.742183854437755,4.729641292103989,1.2919628939111023,6,5,22,1,0.015957446808313153,28.098773481352822,0.056601814712820775,0.35872693839402925,0.6883456357579528,0.5612712830024168,0.8420314701265441,67.5,0.10400000000000002,5,6.636363636363637,2,0,1,2
0.03,1.3,OPTIMAL,0.5770609378814697,0.009343521960560406,466.26334290610407,392.7625778200182,45.42423211175591,1.6695323356873963,43.75469977606852,22.052583596029223,6.0239493783006886,84.23621195953905,9.742183854436833,4.729641292103497,1.291962893920612,6,5,22,1,0.01595744680843214,28.098773481352545,0.056601814712820574,0.35872693839403125,0.6883456357579528,0.518096568925312,0.7772598185783484,67.5,0.11266666666666669,5,6.636363636363637,2,0,1,2
0.03,1.4,OPTIMAL,0.41492319107055664,0.0,444.58555032630477,375.9595345541821,45.424232111755856,1.6695323356873963,43.75469977606846,17.177834282036464,6.023949378330319,84.5640471846747,10.217208381697656,3.8637860068616146,1.3549584267660129,6,5,22,1,0.015957446808510634,26.070192232535778,0.06085702298580115,0.33344777167314904,0.6883456357579528,0.5099597913730477,0.8300024491247363,67.5,0.12133333333333333,5,6.636363636363637,2,0,1,2
0.05,0.4,OPTIMAL,0.5342278480529785,0.00495583939541403,1125.1479496189697,490.09302692154506,40.058765906735125,3.3390646713747927,36.71970123536033,45.959656446972176,549.0365003437172,43.558096256364735,3.560310972463754,4.084765604606609,48.79682716656488,6,5,30,5,1.1884132890830756,77.17518859021553,0.02891378795454667,0.46735201162411544,1.0407786012660238,0.7197617774647007,0.9033142390296353,112.5,0.03466666666666667,5,7.066666666666666,0,1,1,3
0.05,0.5,OPTIMAL,0.737541913986206,0.0,808.8470044770511,411.18324286115654,41.73004847103215,2.146541574455224,39.58350689657692,34.1925241358269,321.7411890090354,50.835725493846816,5.1592017081168695,4.227316655259619,39.77775614277668,6,4,22,3,0.6516229404136283,44.32695062893396,0.036639572343462226,0.4318298028193323,1.1536795317463602,0.7577934738324968,0.9033142390296368,112.5,0.043333333333333335,4,6.7272727272727275,0,1,1,2
0.05,0.6,OPTIMAL,0.5716159343719482,0.0,730.511220201449,441.7649547632392,44.19241971347327,2.146541574455224,42.04587813901805,20.183582505946674,223.8938021865737,60.47339760796777,6.049519636575408,2.762939424856577,30.64892037179549,6,3,17,1,0.3884619890349661,30.54557843622686,0.038036176168316886,0.16842510158668433,0.41300738145477167,0.6900703347448367,0.8249818504865553,112.5,0.05200000000000001,3,7.588235294117647,1,0,0,2
0.05,0.7,OPTIMAL,0.43726468086242676,0.0,581.4926528382845,354.76303084805414,44.54778741023726,1.90803695507131,42.63975045516595,35.357435422270505,146.82439915772244,61.00903065867544,7.660937278020293,6.080461249112902,25.24957081419134,6,4,20,1,0.2547444260567072,39.94514593055782,0.04449030761132916,0.4018809672443986,1.6151513444449044,0.734171091545834,0.8661270980325875,112.5,0.06066666666666667,4,6.8,0,2,0,2
0.05,0.8,OPTIMAL,0.32303571701049805,0.0,555.9675818926596,346.3615092151361,44.67848762311431,1.90803695507131,42.770450668043,35.131941450526654,129.79564360388252,62.29886786492669,8.03616776917406,6.319062944448721,23.345901421450524,6,4,20,1,0.2251990604028492,39.84530839964423,0.0456764018720111,0.40533644642952743,1.6791833875807214,0.6659736990907784,0.871540392395291,112.5,0.06933333333333334,4,6.8,0,2,0,2
0.05,0.9,OPTIMAL,0.4919862747192383,0.009305510218548753,531.992510023337,422.5463944159257,43.951130726216775,1.90803695507131,42.043093771145465,22.08552778297865,43.409457098215746,79.42713223488612,8.261607052379134,4.151473444994521,8.159787267740198,6,5,23,2,0.12013714841074508,36.75764891277356,0.04327257239394419,0.2737779136524749,0.6044010960103126,0.5994955443478719,0.8030207768362637,112.5,0.078,5,6.478260869565218,1,1,1,2
0.05,1.0,OPTIMAL,0.3325679302215576,0.0,494.99810757567246,405.7433511500896,45.50359284697634,1.90803695507131,43.59555589190503,21.45737367531046,22.29378990329593,81.96866714042173,9.192680163937801,4.334839537145135,4.503813158495315,6,5,23,1,0.038680347041251485,32.304482709540714,0.04386935405367639,0.25701204927985316,0.6044010960103126,0.5555710654595859,0.8311139118341958,112.5,0.08666666666666667,5,6.478260869565218,1,1,1,2
0.05,1.1,OPTIMAL,0.41500329971313477,0.0,472.91617376710366,405.7433511500896,45.674703594146564,1.90803695507131,43.766666639075254,21.49811902286742,0.0,85.7960403252999,9.658097169804119,4.545862504895966,0.0,6,5,23,0,0.0,32.13267234178012,0.04380948238349267,0.2577410039319518,0.6044010960103126,0.5101314679108717,0.7859592793531213,112.5,0.09533333333333334,5,6.478260869565218,1,1,1,2
0.05,1.2,OPTIMAL,0.33514857292175293,0.006434187275947494,449.30339537855764,375.5386313081216,45.43619897476265,1.6695323356873963,43.766666639075254,28.328565095673383,0.0,83.58241561733891,10.112587494799739,6.304996887861339,0.0,6,5,25,0,0.0,37.31329896417889,0.05845539711213175,0.35476257125928384,0.7250783023651892,0.5684317871737732,0.8420314701265441,112.5,0.10400000000000002,5,6.44,1,0,2,2
0.05,1.3,OPTIMAL,0.4033241271972656,0.0,449.30339537855764,375.5386313081216,45.43619897476265,1.6695323356873963,43.766666639075254,28.328565095673383,0.0,83.58241561733891,10.112587494799739,6.304996887861339,0.0,6,5,25,0,0.0,37.31329896417889,0.05845539711213175,0.35476257125928384,0.7250783023651892,0.5247062650834828,0.7772598185783484,112.5,0.11266666666666669,5,6.44,1,0,2,2
0.05,1.4,OPTIMAL,0.3958010673522949,0.007722966900905254,427.62560279872866,358.7355880422855,45.43619897476265,1.6695323356873963,43.766666639075254,23.45381578168046,0.0,83.8901098751873,10.625228863143676,5.48466126166901,0.0,6,5,25,0,0.0,35.290112878257645,0.06269928834183293,0.3395950712267557,0.7250783023651892,0.5160973663770675,0.8300024491247363,112.5,0.12133333333333333,5,6.44,1,0,2,2
0.07,0.4,OPTIMAL,0.6576731204986572,0.0,1096.0909394414784,466.408235165597,40.12677182015482,3.3390646713747927,36.78770714878003,49.37983142084122,540.1761010348857,42.55196520493627,3.6608980492623835,4.505085266556724,49.28205147924466,6,4,25,5,1.1730402492510732,77.8546466959705,0.02853388069556091,0.3444565182482713,0.7434132866185876,0.7052898583582189,0.9033142390296359,157.5,0.03466666666666667,4,7.72,1,0,0,3
0.07,0.5,OPTIMAL,0.5009510517120361,0.0,784.8376592869643,387.17389767106437,41.73004847103175,2.146541574455224,39.58350689657652,34.19252413582673,321.74118900904125,49.331717596581335,5.317029321572575,4.356636526194616,40.99461655565146,6,4,21,3,0.6516229404136504,44.32695062893372,0.03663957234346209,0.30844985915666473,0.8240568083902573,0.7577934738324933,0.9033142390296359,157.5,0.043333333333333335,4,6.904761904761905,1,0,1,2
0.07,0.6,OPTIMAL,0.5793700218200684,0.0,730.5112202014491,441.7649547632392,44.19241971347327,2.146541574455224,42.04587813901805,20.183582505946678,223.8938021865737,60.47339760796776,6.049519636575407,2.762939424856577,30.648920371795484,6,3,17,1,0.3884619890349661,30.54557843622686,0.038036176168316886,0.12030364399048882,0.29500527246769404,0.6900703347448367,0.8249818504865553,157.5,0.05200000000000001,3,7.588235294117647,1,0,0,2
0.07,0.7,OPTIMAL,0.4136390686035156,0.0,581.4926528382845,354.76303084805414,44.54778741023726,1.90803695507131,42.63975045516595,35.357435422270505,146.82439915772244,61.00903065867544,7.660937278020293,6.080461249112902,25.24957081419134,6,4,20,1,0.2547444260567072,39.94514593055782,0.04449030761132916,0.28705783374599897,1.1536795317463602,0.734171091545834,0.8661270980325875,157.5,0.06066666666666667,4,6.8,0,2,0,2
0.07,0.8,OPTIMAL,0.3183901309967041,0.0,523.4252439886995,346.3615092151361,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,66.17210636914062,8.586006073196666,6.986913272694338,18.254974284968338,6,4,20,1,0.16578389830508478,40.54307907423624,0.04551748272651962,0.30485546259822316,1.291393282020451,0.675279439631269,0.871540392395291,157.5,0.06933333333333334,4,6.8,0,2,0,2
0.07,0.9,OPTIMAL,0.40621018409729004,0.002526596726262861,523.4252439886995,346.3615092151361,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,66.17210636914062,8.586006073196666,6.986913272694338,18.254974284968338,6,4,20,1,0.16578389830508478,40.54307907423624,0.04551748272651962,0.30485546259822316,1.291393282020451,0.6002483907833502,0.7747025710180364,157.5,0.078,4,6.8,0,2,0,2
0.07,1.0,OPTIMAL,0.3332221508026123,0.0,494.99810757567235,405.7433511500896,45.50359284697633,1.90803695507131,43.59555589190502,21.4573736753103,22.293789903295977,81.96866714042174,9.192680163937801,4.334839537145104,4.503813158495325,6,5,23,1,0.03868034704125156,32.304482709540714,0.04386935405367639,0.1835800351998951,0.43171506857879466,0.5555710654595859,0.8311139118341956,157.5,0.08666666666666667,5,6.478260869565218,1,1,1,2
0.07,1.1,OPTIMAL,0.3341400623321533,0.0,472.91617376710366,405.7433511500896,45.674703594146564,1.90803695507131,43.766666639075254,21.49811902286742,0.0,85.7960403252999,9.658097169804119,4.545862504895966,0.0,6,5,23,0,0.0,32.13267234178012,0.04380948238349267,0.18410071709425133,0.43171506857879466,0.5101314679108717,0.7859592793531213,157.5,0.09533333333333334,5,6.478260869565218,1,1,1,2
0.07,1.2,OPTIMAL,0.34606480598449707,0.0,448.4337982311098,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.548320035862265,0.0,83.05557714196539,10.132197696513979,6.812225161520619,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,0.30139527822935563,0.7768696096769886,0.546847981964865,0.8420314701265441,157.5,0.10400000000000002,5,5.380952380952381,1,0,3,1
0.07,1.3,OPTIMAL,0.40386104583740234,0.00487023511490726,448.4471510429428,369.53228270287855,45.43619897476265,1.6695323356873963,43.766666639075254,33.47866936530158,0.0,82.40263804630405,10.131896003596582,7.465465950099369,0.0,6,5,21,0,0.0,43.54415790097827,0.05709197474421176,0.3269026798560522,0.7768696096769886,0.5142184007148675,0.7772598185783484,157.5,0.11266666666666669,5,5.380952380952381,1,0,3,1
0.07,1.4,OPTIMAL,0.39931607246398926,0.0036756314672251656,426.75600565128076,355.6462359546487,45.43619897476265,1.6695323356873963,43.766666639075254,25.673570721869336,0.0,83.33713673505075,10.646879803231256,6.015983461717989,0.0,6,5,21,0,0.0,40.092557323962005,0.06096787569676824,0.29056134963469266,0.7768696096769886,0.4975969619122889,0.8300024491247363,157.5,0.12133333333333333,5,5.380952380952381,1,0,3,1
0.09,0.4,OPTIMAL,0.6069209575653076,0.0,1096.0909394414791,466.408235165597,40.12677182015483,3.3390646713747927,36.78770714878004,49.37983142084125,540.176101034886,42.551965204936245,3.660898049262382,4.505085266556723,49.28205147924464,6,4,25,5,1.1730402492510734,77.85464669597057,0.02853388069556091,0.2679106253042111,0.57821033403668,0.7052898583582189,0.903314239029635,202.5,0.03466666666666667,4,7.72,1,0,0,3
0.09,0.5,OPTIMAL,0.4861147403717041,0.0056033886046374356,784.8376592869596,387.17389767106437,41.730048471032134,2.146541574455224,39.58350689657691,34.19252413582689,321.741189009036,49.33171759658162,5.3170293215726545,4.356636526194662,40.994616555651035,6,4,21,3,0.6516229404136301,44.32695062893396,0.03663957234346223,0.23990544601074007,0.6409330731924224,0.7577934738324966,0.9033142390296358,202.5,0.043333333333333335,4,6.904761904761905,1,0,1,2
0.09,0.6,OPTIMAL,0.5946030616760254,0.0,705.8025056954035,413.9818614383522,43.744978586540924,2.146541574455224,41.5984370120857,49.90769833520775,198.1679673353025,58.65406513830236,6.1979063879123615,7.0710571204384385,28.07697135334682,6,4,22,3,0.3993718176575511,55.461784737336124,0.03718550808995034,0.3560648628412553,1.6359784091957548,0.6981306733984317,0.8952393665765062,202.5,0.05200000000000001,4,6.7272727272727275,0,1,1,2
0.09,0.7,OPTIMAL,0.3154008388519287,0.0,581.4926528382845,354.76303084805414,44.54778741023726,1.90803695507131,42.63975045516595,35.357435422270505,146.82439915772244,61.00903065867544,7.660937278020293,6.080461249112902,25.24957081419134,6,4,20,1,0.2547444260567072,39.94514593055782,0.04449030761132916,0.2232672040246659,0.8973063024693912,0.734171091545834,0.8661270980325875,202.5,0.06066666666666667,4,6.8,0,2,0,2
0.09,0.8,OPTIMAL,0.33210110664367676,0.0,523.4252439886995,346.3615092151361,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,66.17210636914062,8.586006073196666,6.986913272694338,18.254974284968338,6,4,20,1,0.16578389830508478,40.54307907423624,0.04551748272651962,0.2371098042430624,1.0044169971270174,0.675279439631269,0.871540392395291,202.5,0.06933333333333334,4,6.8,0,2,0,2
0.09,0.9,OPTIMAL,0.3827400207519531,0.0074883364146013445,523.4252439886995,346.3615092151361,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,66.17210636914062,8.586006073196666,6.986913272694338,18.254974284968338,6,4,20,1,0.16578389830508478,40.54307907423624,0.04551748272651962,0.2371098042430624,1.0044169971270174,0.6002483907833502,0.7747025710180364,202.5,0.078,4,6.8,0,2,0,2
0.09,1.0,OPTIMAL,0.331312894821167,0.005003739532175407,494.9981075756725,405.7433511500896,45.50359284697633,1.90803695507131,43.59555589190502,21.457373675310457,22.293789903295977,81.96866714042172,9.192680163937798,4.334839537145134,4.5038131584953245,6,5,23,1,0.03868034704125156,32.304482709540714,0.04386935405367639,0.14278447182214063,0.3357783866723959,0.5555710654595859,0.8311139118341956,202.5,0.08666666666666667,5,6.478260869565218,1,1,1,2
0.09,1.1,OPTIMAL,0.329287052154541,0.0022375016715461666,472.91617376710366,405.7433511500896,45.674703594146564,1.90803695507131,43.766666639075254,21.498119022867417,0.0,85.7960403252999,9.658097169804119,4.5458625048959656,0.0,6,5,23,0,0.0,32.13267234178012,0.04380948238349267,0.14318944662886215,0.3357783866723959,0.5101314679108717,0.7859592793531213,202.5,0.09533333333333334,5,6.478260869565218,1,1,1,2
0.09,1.2,OPTIMAL,0.380648136138916,0.0,448.4337982311098,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.548320035862258,0.0,83.05557714196539,10.132197696513979,6.812225161520617,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,0.2344185497339433,0.6042319186376579,0.546847981964865,0.8420314701265441,202.5,0.10400000000000002,5,5.380952380952381,1,0,3,1
0.09,1.3,OPTIMAL,0.4298582077026367,0.0,448.4337982311098,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.548320035862258,0.0,83.05557714196539,10.132197696513979,6.812225161520617,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,0.2344185497339433,0.6042319186376579,0.5047827525829521,0.7772598185783484,202.5,0.11266666666666669,5,5.380952380952381,1,0,3,1
0.09,1.4,OPTIMAL,0.35734987258911133,0.0,426.75600565128076,355.6462359546487,45.43619897476265,1.6695323356873963,43.766666639075254,25.673570721869336,0.0,83.33713673505075,10.646879803231256,6.015983461717989,0.0,6,5,21,0,0.0,40.092557323962005,0.06096787569676824,0.22599216082698326,0.6042319186376579,0.4975969619122889,0.8300024491247363,202.5,0.12133333333333333,5,5.380952380952381,1,0,3,1
